,year,locality,estimated value ($),sale Price ($),property,residential,num_rooms,num_bathrooms,carpet_area_sq_ft,property_tax_rate,face,month_name,difference,Season,house_age
5667,2017,Bridgeport,183010.0,209000.0,Single Family,Detached House,3,1,911.0,1.388283,West,June,-25990.0,Summer,7
5668,2017,Stamford,392220.0,635000.0,Single Family,Detached House,3,2,1074.0,1.388283,North,June,-242780.0,Summer,7
5669,2017,Norwalk,295010.0,510000.0,Single Family,Detached House,3,2,910.0,1.388283,South,June,-214990.0,Summer,7
5670,2017,Waterbury,75100.0,99900.0,Single Family,Detached House,3,3,1029.0,1.388283,North,June,-24800.0,Summer,7
5671,2017,Norwalk,149670.0,246000.0,Single Family,Detached House,3,1,1037.0,1.388283,North,June,-96330.0,Summer,7
5673,2017,Greenwich,843640.0,1550000.0,Single Family,Detached House,3,3,907.0,1.388283,East,June,-706360.0,Summer,7
5674,2017,Bridgeport,188900.0,115000.0,Single Family,Detached House,3,3,1083.0,1.388283,West,June,73900.0,Summer,7
5676,2017,Waterbury,103600.0,115000.0,,Detached House,3,1,976.0,1.388283,West,June,-11400.0,Summer,7
5677,2017,Fairfield,352870.0,1186500.0,,Detached House,3,1,971.0,1.388283,West,June,-833630.0,Summer,7
5679,2017,Unknown,97040.0,139900.0,Single Family,Detached House,3,1,984.0,1.388283,West,June,-42860.0,Summer,7
5680,2017,Fairfield,482580.0,815000.0,Single Family,Detached House,3,3,953.0,1.388283,North,June,-332420.0,Summer,7
5681,2017,Bridgeport,145290.0,63000.0,,Triplex,6,6,1804.0,1.388283,North,June,82290.0,Summer,7
5682,2017,Unknown,6606670.0,6500000.0,Single Family,Detached House,3,3,906.0,1.388283,South,June,106670.0,Summer,7
5684,2017,Waterbury,167570.0,239000.0,Single Family,Detached House,3,2,1035.0,1.388283,North,June,-71430.0,Summer,7
5685,2017,Bridgeport,136440.0,99900.0,Three Family,Triplex,6,4,1819.0,1.388283,East,June,36540.0,Summer,7
5686,2017,West Hartford,175280.0,282000.0,Single Family,Detached House,3,2,1025.0,1.388283,West,June,-106720.0,Summer,7
5688,2017,Norwalk,153560.0,219199.0,Single Family,Detached House,3,1,1012.0,1.388283,West,June,-65639.0,Summer,7
5690,2017,Fairfield,289870.0,420000.0,Single Family,Detached House,3,2,1027.0,1.388283,North,June,-130130.0,Summer,7
5691,2017,Waterbury,129780.0,200000.0,,Detached House,3,3,987.0,1.388283,East,June,-70220.0,Summer,7
5692,2017,Norwalk,210880.0,320000.0,Single Family,Detached House,3,3,1016.0,1.388283,South,June,-109120.0,Summer,7
5695,2017,Unknown,325270.0,535000.0,Single Family,Detached House,3,3,1052.0,1.388283,North,June,-209730.0,Summer,7
5696,2017,Fairfield,354410.0,460000.0,Single Family,Detached House,3,3,932.0,1.388283,South,June,-105590.0,Summer,7
5697,2017,West Hartford,814380.0,1175000.0,Single Family,Detached House,3,1,1057.0,1.388283,South,June,-360620.0,Summer,7
5699,2017,Norwalk,409470.0,629000.0,,Detached House,3,3,916.0,1.388283,South,June,-219530.0,Summer,7
5700,2017,Unknown,180700.0,225000.0,Single Family,Detached House,3,2,1099.0,1.388283,North,June,-44300.0,Summer,7
5702,2017,Norwalk,241200.0,420000.0,,Detached House,3,2,1011.0,1.388283,West,June,-178800.0,Summer,7
5703,2017,Unknown,485290.0,585000.0,Single Family,Detached House,3,2,948.0,1.388283,North,June,-99710.0,Summer,7
5704,2017,West Hartford,380310.0,575000.0,Single Family,Detached House,3,3,1097.0,1.388283,East,June,-194690.0,Summer,7
5705,2017,Stamford,345900.0,550000.0,Single Family,Detached House,3,2,1019.0,1.388283,East,June,-204100.0,Summer,7
5706,2017,Stamford,672380.0,995000.0,Single Family,Detached House,3,2,905.0,1.388283,North,June,-322620.0,Summer,7
5707,2017,Unknown,76080.0,53000.0,Single Family,Detached House,3,3,1056.0,1.388283,South,June,23080.0,Summer,7
5708,2017,West Hartford,156310.0,275000.0,,Detached House,3,2,1002.0,1.388283,South,June,-118690.0,Summer,7
5709,2017,West Hartford,349790.0,500000.0,Single Family,Detached House,3,1,1012.0,1.388283,West,July,-150210.0,Summer,7
5711,2017,Stamford,413250.0,545612.0,Single Family,Detached House,3,3,949.0,1.388283,South,July,-132362.0,Summer,7
5712,2017,Norwalk,191860.0,147000.0,Single Family,Detached House,3,2,936.0,1.388283,East,July,44860.0,Summer,7
5713,2017,Fairfield,211330.0,290000.0,Two Family,Duplex,4,3,1426.0,1.388283,East,July,-78670.0,Summer,7
5714,2017,Greenwich,1589560.0,2315000.0,Single Family,Detached House,3,1,1025.0,1.388283,South,July,-725440.0,Summer,7
5715,2017,Stamford,406310.0,596000.0,Single Family,Detached House,3,2,1034.0,1.388283,North,July,-189690.0,Summer,7
5717,2017,West Hartford,162960.0,310000.0,Single Family,Detached House,3,3,910.0,1.388283,East,July,-147040.0,Summer,7
5718,2017,Unknown,1327270.0,2225000.0,Single Family,Detached House,3,3,922.0,1.388283,East,July,-897730.0,Summer,7
5719,2017,West Hartford,250810.0,445000.0,Single Family,Detached House,3,3,1094.0,1.388283,North,July,-194190.0,Summer,7
5720,2017,Greenwich,1930880.0,4000000.0,,Detached House,3,2,1075.0,1.388283,North,July,-2069120.0,Summer,7
5721,2017,Fairfield,497420.0,935000.0,Single Family,Detached House,3,3,905.0,1.388283,South,July,-437580.0,Summer,7
5722,2017,Fairfield,874720.0,1450000.0,,Detached House,3,2,928.0,1.388283,South,July,-575280.0,Summer,7
5723,2017,Norwalk,579980.0,924500.0,Single Family,Detached House,3,2,992.0,1.388283,North,July,-344520.0,Summer,7
5724,2017,West Hartford,268170.0,469000.0,,Detached House,3,2,1057.0,1.388283,South,July,-200830.0,Summer,7
5727,2017,Fairfield,212450.0,265000.0,Single Family,Detached House,3,1,1009.0,1.388283,North,July,-52550.0,Summer,7
5728,2017,Fairfield,299600.0,530000.0,Single Family,Detached House,3,1,943.0,1.388283,North,July,-230400.0,Summer,7
5729,2017,Greenwich,889140.0,1600000.0,Single Family,Detached House,3,2,1078.0,1.388283,North,July,-710860.0,Summer,7
5730,2017,Bridgeport,156070.0,175000.0,Two Family,Duplex,4,2,1272.0,1.388283,South,July,-18930.0,Summer,7
5733,2017,West Hartford,216860.0,235000.0,Two Family,Duplex,4,3,1463.0,1.388283,North,July,-18140.0,Summer,7
5735,2017,West Hartford,154420.0,279000.0,Two Family,Duplex,4,2,1296.0,1.388283,West,July,-124580.0,Summer,7
5736,2017,Unknown,514780.0,790000.0,Single Family,Detached House,3,1,1034.0,1.388283,South,July,-275220.0,Summer,7
5738,2017,Norwalk,271800.0,427500.0,Single Family,Detached House,3,2,918.0,1.388283,South,July,-155700.0,Summer,7
5742,2017,Bridgeport,149600.0,50000.0,Two Family,Duplex,4,2,1408.0,1.388283,South,July,99600.0,Summer,7
5743,2017,Unknown,260680.0,470000.0,Single Family,Detached House,3,2,965.0,1.388283,North,July,-209320.0,Summer,7
5745,2017,Norwalk,405170.0,617000.0,Single Family,Detached House,3,2,971.0,1.388283,West,July,-211830.0,Summer,7
5746,2017,Unknown,440190.0,734000.0,Single Family,Detached House,3,2,1003.0,1.388283,East,July,-293810.0,Summer,7
5747,2017,Greenwich,1193500.0,2230000.0,Single Family,Detached House,3,2,967.0,1.388283,East,July,-1036500.0,Summer,7
5748,2017,Waterbury,87820.0,115000.0,Two Family,Duplex,4,4,1378.0,1.388283,South,July,-27180.0,Summer,7
5750,2017,Waterbury,73450.0,97000.0,Single Family,Detached House,3,3,1009.0,1.388283,East,July,-23550.0,Summer,7
5751,2017,Unknown,69960.0,110000.0,Single Family,Detached House,3,1,973.0,1.388283,North,July,-40040.0,Summer,7
5752,2017,Unknown,544150.0,800000.0,Single Family,Detached House,3,3,1024.0,1.388283,West,July,-255850.0,Summer,7
5753,2017,Norwalk,383900.0,555000.0,Single Family,Detached House,3,1,923.0,1.388283,South,July,-171100.0,Summer,7
5754,2017,Stamford,247100.0,429000.0,Single Family,Detached House,3,2,1059.0,1.388283,South,July,-181900.0,Summer,7
5755,2017,Waterbury,40340.0,15500.0,Three Family,Triplex,6,6,1895.0,1.388283,South,July,24840.0,Summer,7
5756,2017,Bridgeport,182800.0,244900.0,,Duplex,4,2,1445.0,1.388283,South,July,-62100.0,Summer,7
5757,2017,West Hartford,159180.0,228000.0,Single Family,Detached House,3,1,1071.0,1.388283,East,July,-68820.0,Summer,7
5758,2017,Norwalk,282800.0,440000.0,Single Family,Detached House,3,1,983.0,1.388283,West,July,-157200.0,Summer,7
5759,2017,Waterbury,14400.0,17500.0,Single Family,Detached House,3,3,980.0,1.388283,North,July,-3100.0,Summer,7
5762,2017,Unknown,508460.0,1123750.0,Single Family,Detached House,3,1,1007.0,1.388283,East,July,-615290.0,Summer,7
5763,2017,Greenwich,1953560.0,3325000.0,Single Family,Detached House,3,2,1082.0,1.388283,South,July,-1371440.0,Summer,7
5764,2017,Norwalk,288600.0,432500.0,Single Family,Detached House,3,1,1069.0,1.388283,East,July,-143900.0,Summer,7
5765,2017,Unknown,254690.0,300000.0,Two Family,Duplex,4,2,1433.0,1.388283,West,July,-45310.0,Summer,7
5766,2017,Stamford,250760.0,500000.0,Single Family,Detached House,3,1,939.0,1.388283,North,July,-249240.0,Summer,7
5768,2017,Waterbury,103060.0,81000.0,Two Family,Duplex,4,3,1352.0,1.388283,North,July,22060.0,Summer,7
5769,2017,Bridgeport,152010.0,60000.0,Single Family,Detached House,3,2,905.0,1.388283,East,July,92010.0,Summer,7
5772,2017,Bridgeport,91140.0,35000.0,Single Family,Detached House,3,1,1018.0,1.388283,North,July,56140.0,Summer,7
5774,2017,Greenwich,1974000.0,2860000.0,Single Family,Detached House,3,3,1001.0,1.388283,East,July,-886000.0,Summer,7
5775,2017,Fairfield,331450.0,483500.0,Single Family,Detached House,3,3,914.0,1.388283,West,July,-152050.0,Summer,7
5777,2017,Unknown,474180.0,669000.0,Single Family,Detached House,3,1,1045.0,1.388283,North,July,-194820.0,Summer,7
5778,2017,Bridgeport,128740.0,85000.0,Single Family,Detached House,3,1,1086.0,1.388283,East,July,43740.0,Summer,7
5779,2017,Bridgeport,194930.0,176000.0,Single Family,Detached House,3,2,989.0,1.388283,East,July,18930.0,Summer,7
5780,2017,Fairfield,202300.0,208000.0,Single Family,Detached House,3,1,1090.0,1.388283,South,July,-5700.0,Summer,7
5784,2017,Bridgeport,133310.0,389110.0,Single Family,Detached House,3,1,1072.0,1.388283,North,July,-255800.0,Summer,7
5785,2017,Norwalk,272950.0,436500.0,Single Family,Detached House,3,3,1085.0,1.388283,East,July,-163550.0,Summer,7
5786,2017,Unknown,278670.0,329900.0,Single Family,Detached House,3,1,1093.0,1.388283,West,July,-51230.0,Summer,7
5788,2017,West Hartford,181300.0,299900.0,Single Family,Detached House,3,2,995.0,1.388283,West,July,-118600.0,Summer,7
5790,2017,Bridgeport,122650.0,82000.0,Single Family,Detached House,3,3,902.0,1.388283,North,July,40650.0,Summer,7
5791,2017,Stamford,254990.0,499900.0,Two Family,Duplex,4,3,1405.0,1.388283,North,July,-244910.0,Summer,7
5793,2017,Unknown,106940.0,30000.0,Three Family,Triplex,6,6,1969.0,1.388283,South,July,76940.0,Summer,7
5796,2017,Stamford,329270.0,430000.0,Single Family,Detached House,3,2,964.0,1.388283,East,July,-100730.0,Summer,7
5797,2017,Waterbury,96520.0,130000.0,Single Family,Detached House,3,2,1099.0,1.388283,South,July,-33480.0,Summer,7
5799,2017,Fairfield,368060.0,470000.0,Single Family,Detached House,3,2,1063.0,1.388283,South,July,-101940.0,Summer,7
5800,2017,Norwalk,300530.0,475000.0,Single Family,Detached House,3,2,1057.0,1.388283,East,July,-174470.0,Summer,7
5801,2017,Norwalk,238700.0,560000.0,,Detached House,3,2,997.0,1.388283,South,July,-321300.0,Summer,7
5802,2017,Fairfield,927500.0,1250000.0,,Detached House,3,3,1028.0,1.388283,South,July,-322500.0,Summer,7
5803,2017,Unknown,504980.0,975000.0,Single Family,Detached House,3,2,1036.0,1.388283,South,July,-470020.0,Summer,7
5804,2017,Waterbury,103350.0,159000.0,,Detached House,3,3,967.0,1.388283,West,August,-55650.0,Summer,7
5805,2017,Unknown,270970.0,350000.0,Single Family,Detached House,3,2,992.0,1.388283,South,August,-79030.0,Summer,7
5807,2017,Bridgeport,224740.0,290000.0,,Detached House,3,3,1062.0,1.388283,North,August,-65260.0,Summer,7
5810,2017,Unknown,266650.0,447000.0,Single Family,Detached House,3,3,1053.0,1.388283,East,August,-180350.0,Summer,7
5812,2017,Norwalk,406020.0,495000.0,Single Family,Detached House,3,1,939.0,1.388283,North,August,-88980.0,Summer,7
5814,2017,Bridgeport,114320.0,128500.0,Single Family,Detached House,3,1,968.0,1.388283,East,August,-14180.0,Summer,7
5815,2017,Unknown,237580.0,195000.0,Two Family,Duplex,4,4,1217.0,1.388283,North,August,42580.0,Summer,7
5816,2017,Norwalk,234490.0,395000.0,Three Family,Triplex,6,4,2045.0,1.388283,East,August,-160510.0,Summer,7
5817,2017,West Hartford,154000.0,265000.0,Single Family,Detached House,3,2,1023.0,1.388283,North,August,-111000.0,Summer,7
5818,2017,Fairfield,156940.0,192500.0,Single Family,Detached House,3,2,1094.0,1.388283,North,August,-35560.0,Summer,7
5821,2017,Fairfield,1193640.0,2125000.0,Single Family,Detached House,3,3,944.0,1.388283,East,August,-931360.0,Summer,7
5822,2017,Waterbury,148290.0,100000.0,,Detached House,3,2,1047.0,1.388283,North,August,48290.0,Summer,7
5823,2017,Stamford,1818460.0,3525000.0,Single Family,Detached House,3,1,1061.0,1.388283,East,August,-1706540.0,Summer,7
5824,2017,Unknown,77410.0,139900.0,Single Family,Detached House,3,1,1069.0,1.388283,West,August,-62490.0,Summer,7
5826,2017,Unknown,820440.0,850000.0,Single Family,Detached House,3,1,947.0,1.388283,North,August,-29560.0,Summer,7
5827,2017,Waterbury,77480.0,132000.0,Single Family,Detached House,3,3,1059.0,1.388283,East,August,-54520.0,Summer,7
5828,2017,Norwalk,282620.0,368000.0,Single Family,Detached House,3,2,993.0,1.388283,South,August,-85380.0,Summer,7
5829,2017,Unknown,75670.0,99900.0,,Detached House,3,1,1055.0,1.388283,West,August,-24230.0,Summer,7
5830,2017,Fairfield,656670.0,931000.0,Single Family,Detached House,3,1,917.0,1.388283,West,August,-274330.0,Summer,7
5831,2017,Fairfield,359240.0,485000.0,Single Family,Detached House,3,3,936.0,1.388283,North,August,-125760.0,Summer,7
5832,2017,Waterbury,58800.0,37500.0,Single Family,Detached House,3,2,951.0,1.388283,North,August,21300.0,Summer,7
5833,2017,Bridgeport,185890.0,160000.0,Three Family,Triplex,6,4,2007.0,1.388283,North,August,25890.0,Summer,7
5834,2017,Waterbury,90480.0,136500.0,,Detached House,3,2,994.0,1.388283,North,August,-46020.0,Summer,7
5835,2017,Stamford,252360.0,420000.0,Single Family,Detached House,3,3,1034.0,1.388283,East,August,-167640.0,Summer,7
5838,2017,Unknown,1053220.0,1800000.0,,Detached House,3,3,978.0,1.388283,East,August,-746780.0,Summer,7
5839,2017,Stamford,271450.0,380000.0,Single Family,Detached House,3,1,1001.0,1.388283,North,August,-108550.0,Summer,7
5840,2017,Bridgeport,243530.0,130000.0,Two Family,Duplex,4,3,1293.0,1.388283,East,August,113530.0,Summer,7
5841,2017,Fairfield,277060.0,355000.0,Single Family,Detached House,3,2,984.0,1.388283,North,August,-77940.0,Summer,7
5843,2017,Norwalk,287060.0,435000.0,,Detached House,3,2,1014.0,1.388283,West,August,-147940.0,Summer,7
5844,2017,Bridgeport,189600.0,58000.0,Two Family,Duplex,4,3,1275.0,1.388283,East,August,131600.0,Summer,7
5847,2017,Norwalk,209230.0,321000.0,Two Family,Duplex,4,2,1321.0,1.388283,North,August,-111770.0,Summer,7
5849,2017,Greenwich,959700.0,1550000.0,Single Family,Detached House,3,2,978.0,1.388283,West,August,-590300.0,Summer,7
5850,2017,Norwalk,240340.0,312000.0,Single Family,Detached House,3,3,995.0,1.388283,South,August,-71660.0,Summer,7
5851,2017,Norwalk,306680.0,445000.0,,Detached House,3,1,1013.0,1.388283,South,August,-138320.0,Summer,7
5852,2017,Norwalk,360740.0,570000.0,Single Family,Detached House,3,2,1031.0,1.388283,West,August,-209260.0,Summer,7
5853,2017,Bridgeport,222270.0,189900.0,Single Family,Detached House,3,3,1063.0,1.388283,West,August,32370.0,Summer,7
5855,2017,Norwalk,185000.0,257500.0,Single Family,Detached House,3,2,990.0,1.388283,South,August,-72500.0,Summer,7
5856,2017,West Hartford,479220.0,542500.0,Single Family,Detached House,3,3,967.0,1.388283,West,August,-63280.0,Summer,7
5859,2017,Fairfield,486290.0,850000.0,Single Family,Detached House,3,2,1099.0,1.388283,West,August,-363710.0,Summer,7
5860,2017,Stamford,403720.0,575000.0,Single Family,Detached House,3,2,1052.0,1.388283,South,August,-171280.0,Summer,7
5861,2017,Norwalk,274070.0,268500.0,Single Family,Detached House,3,3,941.0,1.388283,North,August,5570.0,Summer,7
5862,2017,Norwalk,709160.0,1005000.0,Single Family,Detached House,3,2,1077.0,1.388283,South,August,-295840.0,Summer,7
5863,2017,Norwalk,391840.0,237500.0,Single Family,Detached House,3,2,985.0,1.388283,West,August,154340.0,Summer,7
5864,2017,Stamford,625420.0,1050000.0,Single Family,Detached House,3,2,1055.0,1.388283,North,August,-424580.0,Summer,7
5865,2017,Stamford,257340.0,508000.0,Single Family,Detached House,3,1,910.0,1.388283,North,August,-250660.0,Summer,7
5866,2017,Waterbury,70150.0,53000.0,,Detached House,3,2,1055.0,1.388283,North,August,17150.0,Summer,7
5867,2017,Stamford,603530.0,1000000.0,Single Family,Detached House,3,2,988.0,1.388283,East,August,-396470.0,Summer,7
5868,2017,Fairfield,908320.0,1100000.0,Single Family,Detached House,3,3,978.0,1.388283,West,August,-191680.0,Summer,7
5869,2017,Waterbury,72170.0,120000.0,Single Family,Detached House,3,2,1064.0,1.388283,West,August,-47830.0,Summer,7
5870,2017,West Hartford,294140.0,425000.0,Single Family,Detached House,3,2,910.0,1.388283,North,August,-130860.0,Summer,7
5871,2017,Stamford,223530.0,413000.0,Single Family,Detached House,3,3,1100.0,1.388283,North,August,-189470.0,Summer,7
5873,2017,Bridgeport,166360.0,218000.0,Single Family,Detached House,3,3,960.0,1.388283,North,August,-51640.0,Summer,7
5874,2017,West Hartford,125300.0,150000.0,Single Family,Detached House,3,3,1016.0,1.388283,North,August,-24700.0,Summer,7
5876,2017,Unknown,142100.0,50000.0,,Detached House,3,3,1073.0,1.388283,North,August,92100.0,Summer,7
5877,2017,Fairfield,755580.0,1290000.0,Single Family,Detached House,3,2,1025.0,1.388283,South,August,-534420.0,Summer,7
5878,2017,Fairfield,306390.0,1100000.0,Single Family,Detached House,3,2,969.0,1.388283,West,August,-793610.0,Summer,7
5879,2017,Fairfield,368340.0,635000.0,Single Family,Detached House,3,1,906.0,1.388283,South,August,-266660.0,Summer,7
5881,2017,Fairfield,3712730.0,6100000.0,Single Family,Detached House,3,1,907.0,1.388283,West,August,-2387270.0,Summer,7
5882,2017,Waterbury,93120.0,60000.0,,Detached House,3,1,957.0,1.388283,West,August,33120.0,Summer,7
5883,2017,Norwalk,189130.0,325000.0,,Detached House,3,3,1040.0,1.388283,North,August,-135870.0,Summer,7
5886,2017,Waterbury,30170.0,50000.0,Three Family,Triplex,6,5,2017.0,1.388283,East,August,-19830.0,Summer,7
5887,2017,Waterbury,102960.0,100000.0,,Detached House,3,1,958.0,1.388283,South,August,2960.0,Summer,7
5889,2017,Greenwich,3614240.0,6923500.0,Single Family,Detached House,3,1,1011.0,1.388283,South,August,-3309260.0,Summer,7
5890,2017,Stamford,318740.0,545900.0,Single Family,Detached House,3,2,1053.0,1.388283,North,September,-227160.0,Fall,7
5891,2017,Waterbury,92480.0,140000.0,Single Family,Detached House,3,3,959.0,1.388283,South,September,-47520.0,Fall,7
5892,2017,Stamford,335610.0,605000.0,Single Family,Detached House,3,2,1042.0,1.388283,North,September,-269390.0,Fall,7
5894,2017,Bridgeport,315860.0,390000.0,Single Family,Detached House,3,1,1031.0,1.388283,South,September,-74140.0,Fall,7
5895,2017,Norwalk,342500.0,430000.0,Single Family,Detached House,3,2,1050.0,1.388283,North,September,-87500.0,Fall,7
5897,2017,Greenwich,941780.0,1575000.0,Single Family,Detached House,3,1,1012.0,1.388283,North,September,-633220.0,Fall,7
5899,2017,Norwalk,256540.0,463000.0,Single Family,Detached House,3,2,1080.0,1.388283,North,September,-206460.0,Fall,7
5901,2017,Norwalk,242310.0,410000.0,Single Family,Detached House,3,1,976.0,1.388283,North,September,-167690.0,Fall,7
5902,2017,Fairfield,338940.0,383000.0,Single Family,Detached House,3,3,1098.0,1.388283,South,September,-44060.0,Fall,7
5903,2017,Unknown,144660.0,100000.0,Single Family,Detached House,3,1,1002.0,1.388283,East,September,44660.0,Fall,7
5904,2017,Waterbury,59290.0,17500.0,Single Family,Detached House,3,3,972.0,1.388283,West,September,41790.0,Fall,7
5906,2017,Stamford,1965510.0,3750000.0,,Detached House,3,2,1023.0,1.388283,North,September,-1784490.0,Fall,7
5907,2017,Unknown,603280.0,1050000.0,Single Family,Detached House,3,2,903.0,1.388283,North,September,-446720.0,Fall,7
5909,2017,Norwalk,188540.0,174500.0,Two Family,Duplex,4,4,1437.0,1.388283,West,September,14040.0,Fall,7
5910,2017,Fairfield,242760.0,381000.0,,Detached House,3,3,1023.0,1.388283,South,September,-138240.0,Fall,7
5911,2017,Bridgeport,111830.0,145000.0,,Detached House,3,2,1031.0,1.388283,West,September,-33170.0,Fall,7
5912,2017,Waterbury,72930.0,15000.0,Single Family,Detached House,3,1,952.0,1.388283,North,September,57930.0,Fall,7
5913,2017,Bridgeport,139800.0,178000.0,,Detached House,3,2,974.0,1.388283,South,September,-38200.0,Fall,7
5914,2017,Waterbury,61510.0,76500.0,Single Family,Detached House,3,2,916.0,1.388283,East,September,-14990.0,Fall,7
5917,2017,Unknown,728840.0,975000.0,,Detached House,3,1,1023.0,1.388283,North,September,-246160.0,Fall,7
5918,2017,Waterbury,60160.0,38000.0,Single Family,Detached House,3,2,974.0,1.388283,North,September,22160.0,Fall,7
5919,2017,Fairfield,292530.0,625000.0,Single Family,Detached House,3,3,961.0,1.388283,East,September,-332470.0,Fall,7
5921,2017,Waterbury,87550.0,62000.0,Single Family,Detached House,3,1,1071.0,1.388283,North,September,25550.0,Fall,7
5922,2017,Waterbury,114590.0,46633.0,,Detached House,3,3,997.0,1.388283,South,September,67957.0,Fall,7
5923,2017,Waterbury,81100.0,59363.0,Single Family,Detached House,3,1,999.0,1.388283,East,September,21737.0,Fall,7
5924,2017,Fairfield,215180.0,265000.0,Two Family,Duplex,4,3,1370.0,1.388283,East,September,-49820.0,Fall,7
5925,2017,Unknown,495040.0,855000.0,Single Family,Detached House,3,3,1030.0,1.388283,South,September,-359960.0,Fall,7
5926,2017,Greenwich,383740.0,770000.0,Two Family,Duplex,4,4,1458.0,1.388283,North,September,-386260.0,Fall,7
5927,2017,Fairfield,526050.0,1025000.0,Single Family,Detached House,3,2,1052.0,1.388283,North,September,-498950.0,Fall,7
5929,2017,Greenwich,2061710.0,5450000.0,Single Family,Detached House,3,2,1019.0,1.388283,East,September,-3388290.0,Fall,7
5930,2017,Norwalk,189350.0,320000.0,Two Family,Duplex,4,4,1414.0,1.388283,South,September,-130650.0,Fall,7
5931,2017,Waterbury,116290.0,53500.0,Single Family,Detached House,3,2,1075.0,1.388283,South,September,62790.0,Fall,7
5932,2017,Bridgeport,203340.0,251500.0,Single Family,Detached House,3,1,1022.0,1.388283,West,September,-48160.0,Fall,7
5933,2017,Stamford,299820.0,485000.0,Single Family,Detached House,3,3,963.0,1.388283,South,September,-185180.0,Fall,7
5934,2017,Stamford,1485520.0,1500000.0,Single Family,Detached House,3,1,984.0,1.388283,West,September,-14480.0,Fall,7
5936,2017,Norwalk,211740.0,330000.0,Two Family,Duplex,4,4,1305.0,1.388283,North,September,-118260.0,Fall,7
5937,2017,Stamford,369510.0,400000.0,Single Family,Detached House,3,2,960.0,1.388283,North,September,-30490.0,Fall,7
5939,2017,Waterbury,70920.0,80000.0,Single Family,Detached House,3,3,905.0,1.388283,West,September,-9080.0,Fall,7
5940,2017,Fairfield,1324890.0,94635.0,Single Family,Detached House,3,1,1080.0,1.388283,North,September,1230255.0,Fall,7
5941,2017,Unknown,113800.0,109000.0,,Detached House,3,3,1081.0,1.388283,South,September,4800.0,Fall,7
5942,2017,West Hartford,214340.0,299000.0,Single Family,Detached House,3,2,987.0,1.388283,East,September,-84660.0,Fall,7
5944,2017,Greenwich,2122750.0,4400000.0,Single Family,Detached House,3,2,985.0,1.388283,South,September,-2277250.0,Fall,7
5945,2017,Fairfield,372470.0,485000.0,Single Family,Detached House,3,2,1026.0,1.388283,North,September,-112530.0,Fall,7
5946,2017,Waterbury,107510.0,70000.0,Two Family,Duplex,4,2,1437.0,1.388283,East,September,37510.0,Fall,7
5948,2017,Waterbury,75890.0,55000.0,,Detached House,3,2,1042.0,1.388283,East,September,20890.0,Fall,7
5951,2017,Bridgeport,182140.0,203000.0,Single Family,Detached House,3,1,969.0,1.388283,West,September,-20860.0,Fall,7
5952,2017,Unknown,320270.0,580000.0,Two Family,Duplex,4,2,1435.0,1.388283,North,September,-259730.0,Fall,7
5953,2017,Bridgeport,148360.0,190000.0,,Detached House,3,2,983.0,1.388283,East,September,-41640.0,Fall,7
5954,2017,Fairfield,283010.0,489000.0,Single Family,Detached House,3,3,1077.0,1.388283,East,September,-205990.0,Fall,7
5955,2017,West Hartford,167650.0,251000.0,,Detached House,3,3,904.0,1.388283,South,September,-83350.0,Fall,7
5956,2017,Waterbury,80190.0,40100.0,Single Family,Detached House,3,2,937.0,1.388283,North,September,40090.0,Fall,7
5959,2017,Norwalk,236820.0,350000.0,Single Family,Detached House,3,3,1059.0,1.388283,North,September,-113180.0,Fall,7
5960,2017,Bridgeport,172770.0,65000.0,,Duplex,4,2,1371.0,1.388283,South,September,107770.0,Fall,7
5962,2017,Greenwich,4248370.0,9750000.0,Single Family,Detached House,3,3,942.0,1.388283,North,September,-5501630.0,Fall,7
5963,2017,Stamford,431820.0,628000.0,Single Family,Detached House,3,1,961.0,1.388283,North,September,-196180.0,Fall,7
5965,2017,Waterbury,82030.0,99900.0,Single Family,Detached House,3,1,1007.0,1.388283,West,October,-17870.0,Fall,7
5966,2017,West Hartford,193620.0,272000.0,Two Family,Duplex,4,2,1384.0,1.388283,East,October,-78380.0,Fall,7
5967,2017,West Hartford,226450.0,385000.0,Single Family,Detached House,3,3,934.0,1.388283,South,October,-158550.0,Fall,7
5970,2017,Waterbury,97620.0,109900.0,Single Family,Detached House,3,3,946.0,1.388283,North,October,-12280.0,Fall,7
5971,2017,Norwalk,202830.0,335000.0,Single Family,Detached House,3,3,1014.0,1.388283,North,October,-132170.0,Fall,7
5972,2017,Waterbury,65100.0,92000.0,Single Family,Detached House,3,1,903.0,1.388283,East,October,-26900.0,Fall,7
5973,2017,West Hartford,152810.0,235000.0,Two Family,Duplex,4,4,1445.0,1.388283,South,October,-82190.0,Fall,7
5974,2017,Norwalk,226820.0,249050.0,Single Family,Detached House,3,2,1055.0,1.388283,North,October,-22230.0,Fall,7
5975,2017,Waterbury,97990.0,124000.0,Single Family,Detached House,3,3,910.0,1.388283,South,October,-26010.0,Fall,7
5977,2017,Stamford,447770.0,640000.0,,Detached House,3,3,1081.0,1.388283,East,October,-192230.0,Fall,7
5978,2017,Norwalk,489650.0,555000.0,Single Family,Detached House,3,2,1080.0,1.388283,South,October,-65350.0,Fall,7
5979,2017,Unknown,1758280.0,1904388.0,Single Family,Detached House,3,1,955.0,1.388283,West,October,-146108.0,Fall,7
